temperature,correlation_length_scale,power
2.269,32.425665662382016,0.21337481272626993
2.369,10.622793821915456,0.284869305776432
2.769,2.7614417560610125,0.35632918592385115
3.269,1.7301875748748756,0.5999513315690799
