temperature,r,C_r
2.26918531421347,0.0,0.5988044400000001
2.26918531421347,1.0,0.27527944000000004
2.26918531421347,2.0,0.17705444
2.26918531421347,3.0,0.13059444000000003
2.26918531421347,4.0,0.10215444
2.26918531421347,5.0,0.07883944000000001
2.26918531421347,6.0,0.06325444000000002
2.26918531421347,7.0,0.05194194
2.26918531421347,8.0,0.04304729714285714
2.26918531421347,9.0,0.03445801142857143
2.26918531421347,10.0,0.028183851764705885
2.26918531421347,11.0,0.022348190000000004
2.26918531421347,12.0,0.016879440000000002
2.26918531421347,13.0,0.012687048695652174
2.26918531421347,14.0,0.007497621818181815
2.26918531421347,15.0,0.004321106666666665
2.26918531421347,16.0,0.001998189999999999
2.26918531421347,17.0,-0.0007421117241379315
2.26918531421347,18.0,-0.0019038933333333334
2.26918531421347,19.0,-0.00273556
2.26918531421347,20.0,-0.002790721290322581
2.26918531421347,21.0,-0.003969171111111112
2.26918531421347,22.0,-0.0034014423529411773
2.26918531421347,23.0,-0.0027241314285714286
2.26918531421347,24.0,-0.0028837178947368424
2.26918531421347,25.0,-0.0026622266666666665
2.26918531421347,26.0,-0.0025057872727272724
2.26918531421347,27.0,-0.0016955599999999992
2.26918531421347,28.0,-0.0010527028571428562
2.26918531421347,29.0,-0.0005643099999999993
2.26918531421347,30.0,-0.0004200280851063821
2.26918531421347,31.0,-6.575230769230594e-05
2.26918531421347,32.0,0.0009694400000000009
2.26918531421347,33.0,0.0007082861538461545
2.26918531421347,34.0,0.00010707157894736881
2.26918531421347,35.0,0.0005842476923076938
2.26918531421347,36.0,-0.0005731462068965501
2.26918531421347,37.0,-0.0009306477192982441
2.26918531421347,38.0,-0.0015979037499999989
2.26918531421347,39.0,-0.0021608825806451602
2.26918531421347,40.0,-0.002423526101694914
2.26918531421347,41.0,-0.002588942352941175
2.26918531421347,42.0,-0.0026281357575757567
2.26918531421347,43.0,-0.0025518099999999994
2.26918531421347,44.0,-0.0025542556521739117
2.26918531421347,45.0,-0.0022183541176470584
2.26918531421347,46.0,-0.0018908302702702704
2.26918531421347,47.0,-0.0017380257534246567
2.26918531421347,48.0,-0.0007218420512820511
2.26918531421347,49.0,-0.0010600336842105263
2.26918531421347,50.0,-0.0010925838095238098
2.26918531421347,51.0,-0.0010498809876543214
2.26918531421347,52.0,9.610666666666646e-05
2.26918531421347,53.0,0.0005992074418604649
2.26918531421347,54.0,0.0012581437037037036
2.26918531421347,55.0,0.00212412085106383
2.26918531421347,56.0,0.0024131609302325578
2.26918531421347,57.0,0.003203884444444444
2.26918531421347,58.0,0.003857187252747253
2.26918531421347,59.0,0.0037343313043478273
2.26918531421347,60.0,0.0037921951020408163
2.26918531421347,61.0,0.003864749278350515
2.26918531421347,62.0,0.0032763787755102046
2.26918531421347,63.0,0.0018414399999999997
2.26918531421347,64.0,0.0016967080412371137
2.26918531421347,65.0,0.0016243474074074077
