temperature,r,C_r
2.31918531421347,8.0,0.21470966857142862
2.31918531421347,9.0,0.1936239542857143
2.31918531421347,10.0,0.1748205929411765
2.31918531421347,11.0,0.16098824
2.31918531421347,12.0,0.14345824000000001
2.31918531421347,13.0,0.12635563130434785
2.31918531421347,14.0,0.10837460363636366
2.31918531421347,15.0,0.09272990666666668
2.31918531421347,16.0,0.07929657333333334
2.31918531421347,17.0,0.06523479172413794
2.31918531421347,18.0,0.05331824000000001
2.31918531421347,19.0,0.04173824
2.31918531421347,20.0,0.034235014193548394
2.31918531421347,21.0,0.025077128888888897
2.31918531421347,22.0,0.018361769411764726
2.31918531421347,23.0,0.011155382857142869
2.31918531421347,24.0,0.004343503157894746
2.31918531421347,25.0,-0.0027903314285714193
2.31918531421347,26.0,-0.010389032727272722
2.31918531421347,27.0,-0.01608127219512194
2.31918531421347,28.0,-0.02033795047619047
2.31918531421347,29.0,-0.026053426666666667
2.31918531421347,30.0,-0.032474525957446806
2.31918531421347,31.0,-0.03689637538461538
2.31918531421347,32.0,-0.03902976
2.31918531421347,33.0,-0.04207329846153845
2.31918531421347,34.0,-0.04450386526315789
2.31918531421347,35.0,-0.044200221538461544
2.31918531421347,36.0,-0.04612382896551724
2.31918531421347,37.0,-0.04514597052631578
2.31918531421347,38.0,-0.04412426
2.31918531421347,39.0,-0.04367466322580645
2.31918531421347,40.0,-0.04210582779661018
2.31918531421347,41.0,-0.040170583529411774
2.31918531421347,42.0,-0.03972236606060607
2.31918531421347,43.0,-0.036386760000000004
2.31918531421347,44.0,-0.03503857159420289
2.31918531421347,45.0,-0.032132348235294116
2.31918531421347,46.0,-0.029848246486486495
2.31918531421347,47.0,-0.028659020273972605
2.31918531421347,48.0,-0.022674580512820522
2.31918531421347,49.0,-0.02212228631578948
2.3691853142134702,0.0,0.99958384
2.3691853142134702,1.0,0.54228384
2.3691853142134702,2.0,0.37698383999999996
2.3691853142134702,3.0,0.29714384000000005
2.3691853142134702,4.0,0.24561717333333336
2.3691853142134702,5.0,0.20230383999999998
2.3691853142134702,6.0,0.1676505066666667
2.3691853142134702,7.0,0.13905050666666666
2.3691853142134702,8.0,0.11815526857142856
2.3691853142134702,9.0,0.10324098285714288
2.3691853142134702,10.0,0.09034854588235294
2.3691853142134702,11.0,0.08044634
2.3691853142134702,12.0,0.06819384
2.3691853142134702,13.0,0.05953166608695653
2.3691853142134702,14.0,0.05177474909090911
2.3691853142134702,15.0,0.04758384000000001
2.3691853142134702,16.0,0.04330050666666666
2.3691853142134702,17.0,0.04004590896551724
2.3691853142134702,18.0,0.03672384
2.3691853142134702,19.0,0.03289717333333333
2.3691853142134702,20.0,0.03022254967741936
2.3691853142134702,21.0,0.026028284444444445
2.3691853142134702,22.0,0.024766192941176473
2.3691853142134702,23.0,0.02129812571428571
2.3691853142134702,24.0,0.016873313684210522
2.3691853142134702,25.0,0.016369554285714284
2.3691853142134702,26.0,0.013456567272727276
2.3691853142134702,27.0,0.012710669268292682
2.3691853142134702,28.0,0.00973622095238095
2.3691853142134702,29.0,0.00689634
2.3691853142134702,30.0,0.0035625634042553193
2.3691853142134702,31.0,-0.0023353907692307673
2.3691853142134702,32.0,-0.002040160000000001
2.3691853142134702,33.0,-0.004989236923076924
2.3691853142134702,34.0,-0.0076758091228070185
2.3691853142134702,35.0,-0.006323852307692307
2.3691853142134702,36.0,-0.009688573793103446
2.3691853142134702,37.0,-0.008405633684210528
2.3691853142134702,38.0,-0.012313035
2.3691853142134702,39.0,-0.016132289032258062
2.3691853142134702,40.0,-0.019677176949152546
2.3691853142134702,41.0,-0.02323380705882353
2.3691853142134702,42.0,-0.02494949333333334
2.3691853142134702,43.0,-0.02612171555555556
2.3691853142134702,44.0,-0.025135000579710142
